2026-04-21T00:20:19,BTC,BUY_NO,0.175,7,40.0,70,"The current window shows positive momentum and a surge in volume, suggesting a potential upward movement.",1776711000,0x8d29c266e54ebefa16940dcf581514ffa417d73bb9e4ff41734fc4f194fd1118,OPEN,0.0,0.0,,False
2026-04-21T12:50:59,BTC,BUY_NO,0.445,7,15.7303,70,"The recent 5m candles show a consistent upward trend with strong volume support, and the current window's momentum suggests continuation.",1776756000,0x436682845ef45ea6083567ebee4411d99a2f260461a72482888000ebb7d490ca,OPEN,0.0,0.0,,False
2026-04-21T12:51:01,ETH,BUY_NO,0.355,7,19.7183,70,Recent momentum and volume surge suggest upward movement.,1776756000,0x77f953bd07f1260dc6fa677766f0474c49f5c57991f7c1d637b22195442f32ff,OPEN,0.0,0.0,,False
2026-04-21T14:10:14,BTC,BUY_YES,0.395,7,17.7215,70,"Recent 5m candles show consistent upward momentum with increasing volume, suggesting a potential continuation of the trend.",1776760800,0xb4c209721bab8bbfeb1b5ad67a0da364afee6e0097e2fb4027705dab30752ac0,OPEN,0.0,0.0,,False
2026-04-21T14:10:14,BTC,BUY_YES,0.395,7,17.7215,70,"Recent 5m candles show consistent upward momentum with increasing volume, suggesting a potential continuation of the trend.",1776760800,0xb4c209721bab8bbfeb1b5ad67a0da364afee6e0097e2fb4027705dab30752ac0,WIN,10.6329,0.995,2026-04-21T08:43:25+00:00,False
2026-04-21T16:20:14,ETH,BUY_NO,0.41,7,17.0732,70,Recent momentum and volume surge suggest upward movement.,1776768600,0x0aa611934c4fc52daa8034f94ad1bdf3053d4ac5a96473043884a329d3ce6304,OPEN,0.0,0.0,,False
2026-04-21T16:20:14,BTC,BUY_NO,0.335,7,20.8955,70,"The recent 5m candles show a strong upward momentum with a significant volume surge, suggesting a potential continuation of the trend.",1776768600,0xc6cbe416ffbc298a2a4662ba7eb980be079a2ce30c9c2f1cf3c41100ff9a86b7,OPEN,0.0,0.0,,False
2026-04-21T16:20:14,ETH,BUY_NO,0.41,7,17.0732,70,Recent momentum and volume surge suggest upward movement.,1776768600,0x0aa611934c4fc52daa8034f94ad1bdf3053d4ac5a96473043884a329d3ce6304,WIN,9.9878,0.995,2026-04-21T10:55:09+00:00,False
2026-04-21T16:25:19,BTC,BUY_NO,0.475,7,14.7368,70,"Recent 5m candles show consistent upward momentum with increasing volume, suggesting a potential continuation of the trend.",1776768900,0xe4239fb9053ad26c3de2cb8e04d3d323e17ea4e235ef4442f3a4502fb0a97694,OPEN,0.0,0.0,,False
2026-04-22T05:05:17,BTC,BUY_NO,0.465,7,15.0538,70,Recent 5m candles show consistent upward momentum with strong volume support.,1776814500,0x78a4eee41750b06201b563301f1c1ca40009b1ab3150a0bd6379824269cc1029,OPEN,0.0,0.0,,False
